inventory_category_id,category_name,category_type,parent_category_name,parent_category_type,asset_tag,name,description,serial_number,status,quantity,unit,location,assigned_to_user_id,metadata,purchased_at,warranty_expires_at
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0006,Camera (CCTV),HikVision Model: DS-2CD2935FWD-1 2.8mm,788949853,available,1,unit,,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2018-07-03,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0007,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738743,available,1,units,LR 101,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0008,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738730,available,1,units,LR 102,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0009,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738793,available,1,units,LR 103,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0010,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738708,available,1,units,LR 104,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0011,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738779,available,1,units,LR 105,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0012,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738722,available,1,units,LR 106,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0013,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738798,available,1,units,Data Center,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0014,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,105738858,available,1,units,Data Center,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2018-03-14,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0015,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735640,available,1,units,Data Center,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0016,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735831,available,1,units,GS Lab 2,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0017,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735729,available,1,units,GS Lab 1,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0018,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735791,available,1,units,GS Lab 1,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0019,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735751,available,1,units,GS Lab 1,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0020,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735742,available,1,units,GS Lab 1,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""On Hand""],""original_quantity"":""6""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0021,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,21 6735650,available,1,units,Pinoy Adobo,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0022,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735644,available,1,units,Pinoy Adobo,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0023,Camera (CCTV),HikVision Model: DS-2 C D2 045 FWD-1 2.8mm,216735656,available,1,units,SHS Canteen,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0024,Camera (CCTV),HikVision Model: DS-2 C D2 04 3G0 -1 2.8mm,C28291830,available,1,unit,SHS Canteen,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0025,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,,available,1,unit,OSA,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0026,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,,available,1,unit,Guidance,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0027,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,,available,1,unit,CPAC,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0028,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,,available,1,unit,Publication,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0029,Camera (CCTV),HikVision Model: DS-20D2135FWD-1 2.8mm,N ote: Defective,available,1,units,Back Gate,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""3""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0030,Camera (CCTV),HikVision Model: DS-2 C D2 043G0 -1 2.8mm,,available,8,units,Main Canteen,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""8""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0031,Camera (CCTV),HikVision Model: DS-2 C D2 043G0 -1 2.8mm,Note: 5 units are not working,available,1,unit s,St. Paul Home,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""32""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0032,Camera (CCTV),Hik Vision HD DS-2CE16D0T-IRPF 3.6mm,770124595,available,1,units,KIRN,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0033,Camera (CCTV),Hik Vision HD DS-2CE16D0T-IRPF 3.6mm,77 0125059,available,1,units,KIRN,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0034,Camera (CCTV),Hik Vision HD DS-2CE16D0T-IRPF 3.6mm,,available,2,units,KIRN,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""2""}",2019-04-24,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0035,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C61348178,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0036,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761234,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0037,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761126,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0038,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761134,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0039,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761193,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0040,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761175,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0041,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761138,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0042,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761226,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0043,Camera (CCTV),Hik Vision HD DS-2CD2045FWD-I 4mm,C19761183,available,1,units,High School AVR,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""9""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0044,Network Video Recorder,HIK Vision DS-7732NI-K4,C92048915,available,1,unit,Data Center SHS,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-04,
,CCTV Equipment,asset,Security Equipment,asset_group,CCTV-EQUIPMENT-0045,Ethernet Switch,HIK Vision DS-3E 0326P-E,10014066469,available,1,unit,Data Center SHS,,"{""source_file"":""CCTV.docx"",""source_files"":[""CCTV.docx""],""raw_remarks"":[""Functional""],""original_quantity"":""1""}",2019-04-04,
